2014-02,1
2014-04,1
2014-05,1
2014-08,1
2014-09,4
2014-10,2
2014-12,1
2015-01,1
2015-03,2
2015-04,2
2015-05,1
2015-07,2
2015-08,3
2015-10,2
2015-11,21
2015-12,2
2016-01,1
2016-02,4
2016-03,12
2016-04,3
2016-06,1
2016-07,3
2016-08,5
2016-09,8
2016-10,4
2016-11,2
2016-12,10
2017-01,8
2017-02,2
