20.439,-87.288
20.439,-87.289
20.440,-87.289
20.440,-87.288
20.442,-87.287
20.441,-87.287
20.444,-87.288
20.443,-87.288
20.446,-87.289
20.445,-87.290
20.441,-87.289
20.440,-87.287
20.443,-87.286
20.443,-87.287
19.433,-99.086
19.434,-99.085
19.292,-99.147
19.292,-99.146
19.364,-99.182
19.365,-99.182
19.364,-99.181
19.370,-99.180
19.370,-99.181
19.291,-99.148
19.294,-99.147
19.364,-99.183
19.367,-99.181
19.369,-99.178
19.369,-99.180
19.302,-99.146
19.301,-99.148
19.298,-99.150
19.293,-99.147
19.295,-99.148
19.368,-99.181
19.483,-99.048
19.486,-99.041
19.479,-99.034
19.479,-99.035
19.467,-99.045
19.478,-99.035
19.474,-99.037
19.478,-99.037
19.485,-99.045
19.485,-99.043
19.443,-99.155
19.410,-99.167
19.407,-99.168
19.393,-99.172
19.380,-99.177
19.374,-99.179
19.369,-99.181
19.368,-99.180
19.368,-99.178
19.305,-99.160
19.363,-99.182
19.366,-99.179
19.370,-99.182
19.367,-99.179
19.288,-99.148
19.283,-99.140
19.289,-99.151
19.295,-99.154
19.298,-99.159
19.302,-99.160
19.302,-99.168
19.302,-99.173
19.303,-99.185
19.304,-99.186
19.312,-99.187
19.317,-99.195
19.326,-99.188
19.336,-99.190
19.343,-99.189
19.348,-99.186
19.350,-99.184
19.352,-99.181
19.358,-99.184
19.364,-99.180
19.368,-99.177
19.368,-99.174
19.372,-99.175
19.370,-99.177
19.371,-99.180
19.371,-99.181
19.367,-99.180
19.374,-99.178
19.375,-99.176
19.323,-99.139
19.320,-99.139
19.305,-99.149
19.295,-99.147
19.290,-99.151
19.296,-99.154
19.290,-99.157
19.303,-99.172
19.304,-99.187
19.339,-99.190
19.349,-99.186
19.373,-99.178
19.383,-99.179
19.360,-99.183
19.337,-99.190
19.317,-99.194
19.304,-99.180
19.301,-99.167
19.302,-99.164
19.304,-99.160
19.291,-99.152
19.308,-99.141
19.313,-99.141
19.328,-99.139
19.332,-99.140
19.333,-99.141
19.339,-99.142
19.341,-99.142
19.343,-99.137
19.346,-99.143
19.347,-99.143
19.346,-99.144
19.344,-99.143
19.342,-99.143
19.357,-99.145
19.373,-99.179
19.374,-99.180
19.373,-99.176
19.373,-99.173
19.374,-99.181
19.372,-99.181
19.373,-99.181
19.304,-99.188
19.305,-99.188
19.307,-99.191
19.311,-99.187
19.313,-99.188
19.304,-99.184
19.314,-99.188
19.313,-99.187
19.306,-99.185
19.310,-99.187
19.319,-99.189
19.332,-99.191
19.331,-99.190
19.342,-99.190
19.344,-99.189
19.345,-99.188
19.348,-99.187
19.353,-99.186
19.355,-99.185
19.354,-99.185
19.355,-99.186
19.349,-99.185
19.325,-99.188
19.318,-99.195
19.303,-99.188
19.302,-99.189
19.303,-99.177
19.302,-99.169
19.298,-99.158
19.288,-99.149
19.289,-99.147
19.308,-99.187
19.324,-99.189
19.327,-99.188
19.369,-99.179
19.437,-99.141
19.433,-99.105
19.368,-99.179
19.372,-99.179
19.370,-99.174
19.366,-99.182
19.365,-99.183
19.366,-99.181
19.359,-99.184
19.356,-99.183
19.303,-99.181
19.303,-99.176
19.309,-99.187
19.356,-99.185
19.381,-99.178
19.380,-99.176
19.384,-99.176
19.385,-99.175
19.383,-99.176
19.381,-99.179
19.376,-99.178
19.304,-99.149
19.319,-99.139
19.324,-99.139
19.329,-99.140
19.338,-99.142
19.340,-99.142
19.348,-99.144
19.363,-99.142
19.361,-99.143
19.359,-99.143
19.359,-99.144
19.371,-99.166
19.533,-99.177
19.287,-99.147
19.297,-99.158
19.302,-99.175
19.304,-99.185
19.303,-99.187
19.303,-99.190
19.303,-99.189
19.305,-99.189
19.304,-99.191
19.331,-99.191
19.338,-99.191
19.295,-99.146
19.371,-99.177
19.370,-99.178
19.367,-99.174
19.367,-99.172
19.367,-99.176
19.367,-99.173
19.350,-99.187
19.349,-99.187
19.369,-99.183
19.363,-99.180
19.294,-99.148
19.283,-99.139
19.285,-99.137
19.286,-99.138
19.285,-99.138
19.286,-99.137
19.286,-99.136
19.408,-99.171
19.409,-99.170
19.409,-99.169
19.410,-99.168
19.409,-99.168
19.407,-99.169
19.401,-99.171
19.401,-99.170
19.367,-99.182
19.304,-99.189
20.914,-100.744
19.372,-99.180
19.352,-99.191
19.293,-99.146
19.294,-99.153
19.341,-99.190
19.333,-99.189
19.306,-99.187
19.305,-99.186
19.303,-99.174
19.301,-99.168
19.296,-99.156
19.286,-99.147
19.288,-99.147
19.303,-99.180
19.302,-99.195
19.304,-99.195
19.309,-99.191
19.306,-99.188
19.333,-99.191
19.338,-99.190
19.363,-99.179
19.385,-99.176
19.384,-99.175
19.382,-99.176
19.302,-99.174
19.301,-99.161
19.299,-99.158
19.295,-99.155
19.316,-99.191
19.303,-99.179
19.303,-99.178
19.301,-99.163
19.296,-99.146
19.363,-99.181
19.371,-99.182
19.369,-99.182
19.387,-99.175
19.392,-99.174
19.396,-99.172
19.397,-99.171
19.399,-99.170
19.402,-99.171
19.403,-99.170
19.405,-99.169
19.429,-99.161
19.432,-99.159
19.536,-99.184
19.534,-99.183
19.532,-99.178
19.304,-99.181
19.361,-99.182
19.365,-99.181
19.352,-99.182
19.361,-99.184
19.360,-99.184
19.361,-99.183
19.373,-99.182
19.388,-99.175
19.399,-99.176
19.397,-99.193
19.409,-99.193
19.411,-99.195
19.406,-99.203
19.399,-99.216
19.395,-99.227
19.395,-99.235
19.390,-99.240
19.382,-99.247
19.378,-99.254
19.375,-99.261
19.367,-99.266
19.363,-99.266
19.369,-99.263
19.368,-99.260
19.377,-99.260
19.372,-99.255
19.374,-99.252
19.387,-99.261
19.367,-99.259
19.374,-99.251
19.368,-99.259
19.362,-99.271
19.362,-99.270
19.363,-99.274
19.363,-99.270
19.362,-99.275
19.364,-99.276
19.364,-99.277
19.362,-99.280
19.379,-99.253
19.420,-99.221
19.423,-99.214
19.427,-99.208
19.428,-99.203
19.427,-99.200
19.426,-99.195
19.426,-99.193
19.426,-99.192
19.425,-99.191
19.407,-99.172
19.410,-99.172
19.411,-99.172
19.413,-99.172
19.414,-99.172
19.415,-99.174
19.418,-99.173
19.416,-99.169
19.419,-99.170
19.417,-99.169
19.423,-99.164
19.422,-99.164
19.422,-99.165
19.426,-99.160
19.424,-99.162
19.289,-99.148
19.295,-99.152
19.303,-99.175
19.303,-99.186
19.316,-99.196
19.351,-99.182
19.357,-99.181
19.363,-99.183
19.373,-99.183
19.377,-99.184
19.304,-99.182
19.301,-99.166
19.301,-99.159
19.374,-99.176
19.375,-99.177
19.374,-99.177
19.377,-99.177
19.372,-99.182
19.302,-99.185
19.298,-99.184
19.296,-99.183
19.298,-99.182
19.360,-99.185
19.372,-99.183
19.420,-99.170
19.427,-99.168
19.430,-99.160
19.430,-99.161
19.428,-99.160
19.430,-99.164
19.424,-99.174
19.424,-99.177
19.423,-99.177
19.423,-99.175
19.419,-99.178
19.426,-99.177
19.432,-99.178
19.432,-99.179
19.344,-99.141
19.374,-99.182
19.373,-99.175
19.373,-99.177
19.413,-99.167
19.415,-99.166
19.415,-99.173
19.414,-99.173
19.412,-99.172
19.413,-99.173
19.411,-99.173
19.416,-99.171
19.416,-99.170
19.412,-99.173
19.414,-99.171
19.415,-99.170
19.415,-99.172
19.415,-99.178
19.418,-99.172
19.414,-99.170
19.412,-99.166
19.414,-99.166
19.416,-99.166
19.416,-99.165
19.416,-99.164
19.424,-99.166
19.425,-99.164
19.426,-99.161
19.429,-99.160
19.431,-99.159
19.431,-99.158
19.433,-99.154
19.433,-99.152
19.435,-99.149
19.434,-99.151
19.434,-99.152
19.435,-99.152
19.436,-99.149
19.435,-99.150
